"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
X019,624,78,17:50:00,"4 Private Violin Lessons 1/2 hour each",160.00,"Mr. Jacob Lakirovich will provide four 1/2 hour private violin lessons at his Thornhill studio.  For full details please visit his website or call (289)597-3434 or (416)735-7499.","JVL Summer School for Performing Arts"
T025,625,79,18:00:00,"iPod Touch (8GB) with Earphones and USB Cable",199.00,"Able Translations donates an iPod Touch-8 gigabytes and includes earphones & USB 2.0 cables.  Also supports Wi-Fi and Bluetooth 2.1.Since 1994, Able Translations has provided the highest quality interpreting and translation services in over 100 languages and dialects around the world.Able Translations . . . Your local global partner.","Able Translations LTD."
S025,626,79,18:00:00,"Gardena Hand Mower",230.00,"Dickson Home Hardware has donated a 380C Reel Type silent hand mower. Has low mowing effort, silent operation and clean smooth cutting. Easy to use with adjustable cutting height and folding handle snaps into place. Easy to storewith folding handle and great for the environment and exercise","Dickson Home Hardware"
U115,627,79,18:00:00,"Seasonal Tune Up",65.00,"Seasonal Tune Up for your car which will include an oil change, tire rotation and a complete inspection of the car.","CAA Car Care Services"
T023,628,79,18:00:00,"Today's Parent Gift Basket",292.00,"Today's Parent Gift Basket","FLARE Magazine"
W055,629,79,18:00:00,"3 Men's Shirts and  Sweater",250.00,"Moore's Clothing for Men located at 129 Carlingview Drive donates - a Gent's Dark Blue / Size Large with 16"" Collar / Long Sleeve Dress Shirt - a Gent's Black with Red Pattern / Size Medium wirh 15 1/2"" Collar / Long Sleeve Dress Shirt - a Gent's Burgandy / Size Large / Long Sleeve / Gary Player Polo Shirt /and a Gent's Sweater / Size Large / Long Sleeve / Black with Brown and Grey Tones - an Assortment of Fashions to Outfit a Family - all Well Made / Well Priced / WellDressed - courtesy of Moore's Clothing for Men  ","Moores Clothing for Men"
T012,630,79,18:00:00,"Cruise Gift Certificate from New Wave Travel",300.00,"FOR CRUISERS: We offer complimentary benefits when you cruise with Virtuoso. Virtuoso Voyager Club and Virtuoso Explorer offers escorted pre- and post-cruise trips, shore excursions, land packages and special social events on more than 450 departures per year with luxury cruise lines.New Wave Travel donates- A $300.00 Cruise Certificate valid for any one week cruise.Why New Wave Travel?We believe you take travel to heart and we share in your appreciation for travel by passing along a bit of our personal insider knowledge. Our services go beyond that of a typical travel agency because of our experience and expertise. In addition, we bring you specific, additional advantages:","New Wave"
T016,631,79,18:00:00,"Steam Whistle V.I.P. Brewery Tour for 10",250.00,"The Good Beer Folks would like to welcome you and your friends to come by the brewery for a tour and taste. Learn how Canada's Premium Pilsner is made, meet our friendly staff and enjoy a sample of our beer. You'll learn why Steam Whistle was designated one of Toronto's ""green buildings"" and about our railway history. Our tours will educate and entertain!","Steam Whistle"
S081,632,79,18:00:00,"National Post subscription",276.00,"This certificate entitles you to a one-year complimentary print or digital subscription to the National Post. The National Post gets right to the point with a unique blend of news, arts, business, sports and hard-hitting commentary from some of Canada's most respected thinkers, all presented with world class design, illustration and photography.","The National Post"
X090,633,80,18:10:00,"PRO MOUNTS Flat Panel TV Wall Mount",220.00,"This Wall Mount has a tilt feature.  Ideal for 32"" to 50"" Flat Panel TV's, Maximum loads 150 pounds, VESA compliant, head tilts -5 to +15 degrees, Arms swivel -180 to +180 degrees, low profile design folds flat against wall, integrated calbe management.","Sherwood TV Sales & Services "
V025,634,80,18:10:00,"""Eco Steam Extreme"" Steam Mop",200.00,"An Eco Steam Mop - called the ""Eco Steam Extreme"".  This mop is great for cleaning surfaces such as carpet, ceramic, marble, parquet and stone.  It includes a soft cloth mop for use on smooth surfaces.  This steam mop has wheels at the bottom - gliding on carpet easily, and comes with a brush for use on rougher surfaces.","Humber River Regional Hospital Foundation"
W051,635,80,18:10:00,"16 Angus Sirloin Steaks",180.00,"MacGregor Meats & Seafood donates - a Box of 16 Striploin Centre Cut Certified Angus Premium Sirloin Steaks - Enjoy Delicious and Tender B B Q Steaks during the Holiday Season and all year long in 2012 - courtesy of MacGregor Meats & Seafood","MacGregor Meats & Seafood"
Y059,636,80,18:10:00,"Happy Holiday Barbie",250.00,"This Collector's Doll was the 11th and last in Barbie's Happy Holiday Collection. It's a Collector's item because the photo on the back of the box shows Barbie in a differnet cape, than what's she's wearing.","Parkdale - High Park"
Y052,637,80,18:10:00,"Create the Masterpiece of Your life Through Vision Boards and Book",175.00,"Inspire yourself to peak performance while achieving your goals and dreams! This coaching program will enable you to create the life and business you desire using Vision Board. This is a 4 part Coaching Program consisting of an Assessment, A one-on-one coaching session, Exercises for your vision and creating your Vision Board. This is the Play Book of your life, and it's fun!","Peak Performance Coaching and Training"
W005,638,80,18:10:00,"Golf Passes at Mayfield Golf Club",260.00,"Mayfield Golf Club located at 12552 Torbram Road donates 2 Weekend Golf passesfor two players with carts - can be used separately or for one foursome.Valid any weekend during the 2012 golf season.","Mayfield Golf Course"
U091,639,80,18:10:00,"Certificate - Tree, Shrub or Hedge Project",250.00,"Ferris the Forester - Brent Ferris and his dedicated team will give you honest, insightful advice about many of your tree problems. Whether its' an arborist report, trimming or remove of trees, shrubs or correcting root strangulation, you wont' go wrong with the Ferris Team. We cover the GTA, out to Oakville, Oshawa and North to Newmarket. Pruning, Trimming Shrub & Trees Tree Removal & Stumps Tree consulting -- we tell it like it is 416-460-5704","Ferris the Forester"
S152,640,80,18:10:00,"Gift Certificate",100.00,"$100 certificate for Services or Supplies for your pet. The East York Animal Clinic/HolisticCentre is celebrating 50 Years of providing Veterinary service for  Dogs and Cats ","East York animal Clinic"
W102,641,81,18:20:00,"Black Etched Granite Vase",95.00,"Andrew Latyshko - a Friend of Rotary donates - a Black Granita Vase with Silver Floral Pattern Etching - a Beautiful Centre Piece for any Table.","Smith Monument"
U080,642,81,18:20:00,"Gift Certificate for Fine Dining",150.00,"Vincent's Spot, a family owned Continental Dining Room has been operating since 1977.  Restaurant seats 40 people and is decorated with original oil paintings, formal dinnerware and a welcoming friendly atmosphere.  All entrees include endless baskets of garlic bread, spicy clam pate and caesar salad with homemade dressing.  Fresh vegetables, roast potato, sponge cake and coffee conclude your meal. Full liquor license.  Open for dinner at 5:00 p.m. Tuesday through Saturday.  Call for a reservation.  416-267-2778","Vincent's Spot Dining Room"
X016,643,81,18:20:00,"TV Stand",249.00,"This TV stand has a maple finish and is designed for the narrow flat screen TV sets.  There are two adjustable shelves for other components.  The measurements are 40 inches wide, by 16 inches deep and 22 inches high.","Scandia House Furniture"
W078,644,81,18:20:00,"Signed Snowy Owl Print",200.00,"Universal Picture Framing & Sports located at 3850 Steeles Ave. West donates -a Nicely Framed - Numbered 181 of 500 "" Snowy Owl "" Print signed by the ArtistMarian Tonciu - this Collectable Investment Print Frame measures 31"" x 37"" - and would enhance a Fireplace Setting or Living Room decor - it would also add a Touch of Distinction to any Office or Business Reception Area.","Universal Picture Framing and Sports"
Y026,645,81,18:20:00,"Shaw Festival Tickets",150.00,"Two tickets to one performance in May, June, or July 2012 of ""Present Laughter, A Man and some Women, or Misalliance"". These voucher can not be used on an Opening Night or be applied to previously purchased tickets. Treat youself and someone special to an evening to beautiful Niagra-On-The-Lake.","Shaw Festival Theatre"
U006,646,81,18:20:00,"Toronto Rock Lacrosse Tickets",280.00,"4 Lower Bowl Tickets for any 2012 Toronto Rock regular season home game.  Come out and watch the 2011 National Lacrosse League Champions defend their title. Totally Rock!!","Toronto Rock Lacrosse Club"
X068,647,81,18:20:00,"4 Certificates for Piano, Voice or Guitar lessons",219.00,"The New Conservatory of Music is one of the largest and most modern music schools in the world.  They teach about 1500 students from beginners to adults every week to play piano, to sing or to play fifteen different instruments.Whether you want to play classical music, pop, rock 'n roll or jazz, the New Conservatory has a wonderful teacher for you. This certificate provides 4 half hour sessions with the teacher of your choice.","New conservatory of Music Ltd"
S024,649,82,18:30:00,"Gardena Hand Mower",230.00,"Dickson Home Hardware has donated a 380C Reel Type silent hand mower. Has low mowing effort, silent operation and clean smooth cutting. Easy to use with adjustable cutting height and folding handle snaps into place. Easy to storewith folding handle and great for the environment and exercise","Dickson Home Hardware"
S015,650,82,18:30:00,"Workside Charger/Radio by DeWalt",200.00,"Wow! A workside charger and radio by Dewalt. It has a one hour charger, heavy-duty roll cage protection, auxiliary input, 3 AC outlets, digital tuning, and sound quality with bass boost. Now you can do heavy duty work to the music of this great radio. Guaranteed for three years. donated by Dickson Home Hardware.","Dickson Home Hardware"
U054,651,82,18:30:00,"Fancy 3 Tier High Tea Server",250.00,"Fancy 3 tier High Tea Server Cake Plate.","Deborah   Cloakey"
U046,652,82,18:30:00,"Ladies Long Gown",298.00,"Size 16 Plum Long Gown with jacket.  J.S. Collection #857572.  We specialize in dressing the Mother of the Bride ? Groom.  Annual Fashion Shows.. We provide a unique shopping experience in a boutique atmosphere.",Felicia's
S117,653,82,18:30:00,"Crown House B&B & Stratford Festival gift certificate",240.00,"This gift certificate will entitle the holder to a one-night stay for two guests at the beautiful Crown House Bed and Breakfast at 61 Douglas St. in Stratford during the 2012 season. The package also includes a $100 gift certificate for the Stratford Shakespeare Festival during its 60th anniversary season in 2012.","Crown House and Stratford Festival"
W054,654,82,18:30:00,"N A P A Auto Services Gift Certificate",250.00,"N A P A Auto Pro located at 1716 Weston Road donates - a $250 Gift Certificatefor any Auto Repairs or Brake Repair Services - Visit N A P A Auto Pro at Weston Road for Quality Performance and Courteous Service.","Napa Auto Pro"
