"Control Number","Item Number","Block Number","Block Time","Item Name",Value,Description,Donor
Y001,333,42,11:50:00,"One Large Dufflet Cake",45.00,"One Large Cake!""Toronto's 'Queen of Cake' proves size doesn't matter because her pastries stand head and shoulders above the competition"" - Mark Silverstein co-host, Best of The Food Network","Dufflet Pastries"
W012,334,42,11:50:00,"LADIES SHRUG",50.00,"SIMPLY CHIC LADIES WEAR LOCATED AT 2912 BLOOR STREET WEST DONATES - A LADIES "" OVER THE SHOULDERS "" SHRUG - SIZE LARGE - ATTRACTIVE PURPLE WITH GREY STRIPES - SHORT SLEEVE STYLE - WILL KEEP THAT LADY SNUGGLY WARM ON COOL DAYS - COURTESY OF SIMPLY CHIC LADIES WEAR IN THE KINGSWAY.","Simply Chic"
S150,335,42,11:50:00,"Three Piece Kitchen Set",60.00,"Dickson Home Hardware has donated this three piece kitchen set. We have two fry pans by Metro kitchen. One is 8 inches with a another larger one of 10 inches.  These two frypans are red bottom with white ceramic non-stick coating for extra durability and riveted comfy grip handle in red for secure safe handling. Also included is a set with four coasters, serviettes and wine stem holders all with motifs of wine bottles.  Great gift fork Christmas.","Dickson Home Hardware"
X164,336,42,11:50:00,"Avon ""Gems & Jewels""",75.00,"This is a basket of beauty products by Avon which includes:1. A new Genics treatment cream which stimulates the youth gene & targets key signs of aging2. Avon's famous bubble bath in ""lavender dreams.3. Jon Bon Jovi's exclusive ""unplugged"" shower gel4. Super Drama mascara5. Paisley ice CZ Gift set (earrings & necklace)6. Antiqued elegance necklace & earrings gift set (black)7. Open loop teardrop earrings.","Avon Canada Inc."
W042,337,42,11:50:00,"ASSORTED ROYALE PAPER PRODUCTS",80.00,"IRVING TISSUE - MANUFACTURERS OF ROYALE PAPER PRODUCTS - LOCATED AT 1551 WESTON ROAD DONATES - AN ASSORTMENT OF ROYALE PAPER PRODUCTS - CONSISTING OF TWO X 6 ROLL PACKS OF ROYALE PAPER TOWELS - 18 BOXES OF ROYALE FACIAL TISSUES - AND 10 X 4 ROLL PACKS OF ROYALE TOILET TISSUE - A GREAT SUPPLY OF ROYALE PRODUCTS TO SUIT EVERY HOUSEHOLD'S NEEDS - ALL COURTESY OF IRVING TISSUE","Irving Consumer Products"
X171,338,42,11:50:00,"Pair of Raptor Tickets 2 Jan 2013",108.00,"The Raptors play the Portland Trail Blazers on Wednesday, Jan 2, 2013 at 7:00 pm.  These seats are in Section 101, Row 15, seats 3 & 4.","Bamberger Polymers Canada Corp."
W142,339,42,11:50:00,"TWO TORONTO ZOO GUEST PASSES",50.00,"THE TORONTO ZOO DONATES - TWO $25 GUEST PASSES FOR GENERAL ADMISSION VALID UNTIL DECEMBER 30, 2013 - ENJOY YOUR VISIT TO CANADA'S PREMIERE ZOO WITH OVER 5000 ANIMALS AND AWARD WINNING SXHIBITS - COURTESY OF THE TORONTO ZOO","The Toronto Zoo"
Y069,340,42,11:50:00,"Adult Bicycle Helmet",60.00,"From Broadway Cycle on Bloor,An Adult Specialized Bike Helmet.Always Ride responsibly and protect yourself or someone you love.","Broadway Cycle"
X045,341,43,12:00:00,"Wilson Hyper Pro Staff Tennis Racket",250.00,"This new Hyper Pro Staff Tennis racket has exceptional feel and greater control.  The Hyper Carbon construction gives more power due to Double  Braid technology.  The racket comes complete with its own carrying case to protect your investment.","Comfort Connections"
X085,342,43,12:00:00,"Santa's Toy Testing Royal Doulton Figurine",175.00,"This is a hand made, hand decorated figure with 22 carat gold accents. It is another Royal Doulton creation which features quality set at high standards.","Hardy Stevenson + Assoc.Ltd."
Y058,343,43,12:00:00,"Task Chair",237.00,"Global low back armless task chairAdjustable seat, back height and seat depth with a hinged back.Ideal for the home office.For all you furniture needs visit Bary's Office Furniture Inc. at 186 Spadina Avenue","Barry's Office Furniture"
S052,344,43,12:00:00,"MasterCraft --- Air Powered Tool - Kit",280.00,"Air Powered Tools --- this compressor needs a ton of power to run Continually 31 - 80 gallons.  Designed to meet ""Rigorous Quality PerFormance Standards.""  High Quality... Three year Warranty..Includes Impact Wrench, 3/8"" Ratchet, 1&5/8"" stroke, hammer, 1/4"" fill size die grinder, 66 accessories---blow mouled case--- instruction manual... Specifications Speed 25,000RPM  Make sure you have the power to run this machine","Empowered Networks"
X123,345,43,12:00:00,"Four 1 hour Piano or Theory Lessons ",220.00,"This is an opportunity to take 4 one hour piano or music theory lessons.  Both kids and adults are welcome.  For information call 905-761-6818","Alina Mirzoev"
U036,346,43,12:00:00,"GIFT CERTIFICATE FOR DINNER IN THE DINING ROOM",250.00,"THIS YEAR THEY HOSTED THE CANADIAN OPEN!  THEY WILL BE HOSTING THE DOMINION CURLING IN NOVEMBER!!!!!THIS IS THEIR CENTENNIAL YEAR! THEY ARE CELEBRATING 100 YEARS AS THE GREATEST GOLF CLUB IN SCARBOROUGH!!!!","Scarboro Golf & Country Club"
S250,347,43,12:00:00,"Certificate for Omega Health & Fitness",300.00,"Omega has given the Toronto Beach Rotary Club this certificate for Health and Fitness for $300.00. Comprehensive Fitness and Clinical Assessment, four week training package, 1 hour session per week, unlimited group exercise classes for one month. Team Omega Health & fitness T-Shirt, bottle of water and hard bounce ball all in a small black basket. Start getting in shape the right way with Omega Health & Fitness Club.","Toronto Beach Rotary Club"
U094,348,43,12:00:00,"5 piece Preferred Fine China Completer Set",100.00,"This 5 piece Preferred Fine China Completer Set includes Open Vegetable - 9""  /Platter - 12 1/4""   /  Creamer  /  and  Covered Sugar Bowl.  All pieces are Dishwasher safe and will be a complement to any dinner set with its off white finish and Gold rims.Donated by Sonia Chin a real estate Broker on the Remax Platinum Team. With Her many years of Real Estate experience she is available to serve you immediately. Pls contact her on her cell at 416-891-7836 today!","Remax Platinum"
W022,349,44,12:10:00,"$ 109 WINE MAKING GIFT CARD",109.00,"HAUS OF VINE LOCATED AT 139 MARTIN GROVE ROAD DONATES - A $109 GIFT CARD FOR WINE MAKING - ENJOY THE PLEASURE OF SELECTING AND THEN CONSUMING THE FINE WINE OF YOUR CHOICE - COURTESY OF HAUS OF VINE AT 139 NARTIN GROVE ROAD.","Haus of Vine"
X003,350,44,12:10:00,"$100 Gift Certificate for Bakery selection",100.00,"Steve Wemyss is a renowned pastry chef.  His company, Patisserie Monaco, has been supplying the food service industry for over 20 years.  Choose from a selection of the finest desserts, French pastries, cookies, breakfast pastries, breads and flat breads. As a chef, Steve has prepared foods for Royalty and all the fine hotels in Ontario.","Patisserie Monaco"
S148,351,44,12:10:00,"Tymor Grip Set for a Door",130.00,"Dickson Home Hardware has donated a Taymor professional gripset for a front or back door. 6 in 1 adjustable latch, adjustable backset of 2-3/8 inches to 2- 3/4 inches, and fit doors to 1 3/4 inches to 1 3/4 inches in thickness.  Installation instructions are included. It is in polished brass finish and is a madera style. Does your door need a new grip on it? ","Dickson Home Hardware"
S269,352,44,12:10:00,"Baseball Bobbleheads, Hats, T-shirts and a Bag",150.00,"This group of baseball items has three Bobbleheads, Brandon Morrow, Ricky Romero and Yunel Escobar with a pack of baseball cards. As well we have oneT-shirt Men's X-tra Large and one childs medium with Blue Jays emblem andwriting on them. One baseball cap as well as one helmet both with the Blue Jay emblem, and last but not least a carry bag with the Blue Jay Motif on it. Great for going to the games and rooting for the team.","Ron King"
S196,353,44,12:10:00,"Women's Cross Trainer Running Shoes",150.00,"Once again Walking On a Cloud at the Eglinton Square Store has donated a greatpair of cross training running shoes. It is their Premier technical trainer that offers the ultimate in performance, comfort and fit. Called New Balance.Size is  7 1/2B and are grey and silver with a bit of purple trimming.Great for the runner or walker to wear. Can be exchanged for proper size at the Eglinton Square store.","Walking on a Cloud"
S207,354,44,12:10:00,"Swarovski Bracelet",125.00,"Providence Healthcare has donated this beautiful Swarovksi bracelet.It has a silver chain link looking round bracelet, with two large stones, and two small stones , each stone encircled with the same chain effect aroundthem. Lovely for the Lady in your life for Christmas. ","Providence Healthcare"
Y038,355,44,12:10:00,"Ten (10) Ultimate Car Washes",270.00,"From Kipling Kar Washes, 10 Full service soft cloth car washes!Inside Out Cleaning!Bottom blaster, Triple Wax and Hot Seal Wax!They also offer detailing, tinting, waxing and buffing.A clean car is a happy car!","Kipling Kar Wash"
U128,356,44,12:10:00,"$29 Voucher for CAA Care Care Centre",29.00,"Next time you need an oil change you won't find a better place to have it done than the CAA Car Care Cntre at Kingston Road and Morningside in Scarborough. The Car Car Team under the able directon on Moenes Salib will treat you car with the fine service it deserves. The CAA Oil Change Plus package includes Tire Rotation, Oil Filter and change. Visual check of the brakes, tires, battery, fluids, air filter, lights, hoses, belts and more. You can depend on the Canadian Automobile Association to provide you with truly professional service for your vehicle. This offer good for one year and may be redeemed at any CAA Car Care Centre in Ontario","CAA Care Care Centre"
S074,357,45,12:20:00,"Taylor Made Fairway Wood Left Handed",280.00,"This is a great Taylor Made R11 Fairway Wood, which is for the left handedgolfer to have in his golf bag.The head is white with a flight control on the bottom of the head and includes a tool so you can turn the clubhead to line up the desired loft designation you require. Also has a beautiful easy to put on and off cover to keep in excellent shape. Instructions enclosed to show you how to turn the sleeve.","Ron Janes"
U083,358,45,12:20:00,"Sony Cyber-shot DSC-W560  Digital Camera",200.00,"Sporting extremely easy-to-use controls, the Sony DSC-W560 DSLR camera is perfect for capturing vast landscapes and crowds. With a 4x optical zoom, this Sony Cyber-Shot 14.1 MP camera brings distant objects four times closer without losing on sharpness. The 3.0-inch LCD display on this Sony Cyber-Shot 14.1 MP camera makes it easy to view photos, read menu, and compose shots. This DSLR camera, with the intelligent auto mode, optimally adjusts the settings to deliver the best possible results in any shooting condition. Plus, the face detection technology in this Sony Cyber-Shot 14.1 MP camera smartly adjusts focus, exposure, and flash to deliver true-to-life photographs of up to eight individuals. The Optical SteadyShot image stabilization in the Sony DSC-W560 counters handshakes to rule out image blurs.This Camera includes a 4 Giga Bit   SD Card (can be upgraded to 32GB)","Home Trust Company"
Y006,359,45,12:20:00,"Hair products package",170.00,"From JC Salons at 2326 Bloor Street West, home of stylist Johnny Cupello.$170 package of hair products, including: Shampoo, Conditioner and Oil from India - YurvedicsShampoo, Conditioner and Replenishing Cream and a moisture maskJC Salons has been featured on the Womens' Network's ""Style by Jury"""," "
Y045,360,45,12:20:00,Scarf,100.00,"A beautiful black, teal and grey silk scarf. Perfect to dress up any daytime or evening ensemble. From the very chic boutique in the heart of Bloor West Village.","Cora Couture"
X124,361,45,12:20:00,"Music Gift Certificate",219.00,"The New Conservatory of Music has provided this gift certificate for registration and tuition fees for Piano, Voice or Guitar lessons.  This certificate if only valid for new students.The Conservatory is located on Sheppard Ave. near Brimley Road in Scarborough","New conservatory of Music Ltd"
S216,362,45,12:20:00,"Certificate for Wine",100.00,"Grapefully Yours on 3467 Kingston Rd., Scarborough has donated this certificate for $100.00 on one regular order of fine wine made at their facility. Many, many different wines to make in white and red, whichever you prefer. Have funwhile making your wine at this great place.","Grapefully Yours Ltd."
Y017,363,45,12:20:00,"Single Vision Prescription lenses",150.00,"From Your Choice Optical in Bloor West Village:Bring your frames and this gift certificate for:One pair (two lenses) of progressive multifocal prescription clearEach lens valued at $200.One pair (two lenses) of high index single vision clear prescriptionEach lens valued at $150.","Your Choice Optical"
U095,364,45,12:20:00,"1000ML Cognac Camus Grand V.S.O.P",100.00,"Since 1863, The Camus Family maintains its passion for Cognac and its absolute control over quality from the grape to the glass. Blended from the various cognac regions. Camus Grand V.S.O.P is slighty fruity with aromas of hazelnuts and almonds. Well Structured. It reveals on the palate notes of vanilla and hints of peppery spices. Only the Dedication of five generations of the same family can guarantee a Cognac of such exceptional quality as Camus Grand V.S.O.P. This perfect gift is donated by Susan Welcome, a Sales Associate in the Commercial Sales Division of The Brick.  ","The Brick"
S073,365,46,12:30:00,"Certificate for Dozen Roses in a Vase",100.00,"Once again Van Nes Flowers Ltd. at  204 Parkhurst Blvd. Toronto has donateda dozen Roses arranged in a vase, to be delivered anywhere in Metro Toronto.Great gift for a sweetheart, mother or any special occasions. You will be ahit with this item ","Van Nes Flowers"
Y056,366,46,12:30:00,"Raptors vs. Knicks on February 22nd 2013",120.00,"Pair of tickets to see the Raptors take on the New York Knicks.Friday February 22nd 2013Centre Court Upper Bowl, Row 3, section 321","ReMax West"
X133,367,46,12:30:00,"Polk-Audio Hi-Fi Outdoor Loudspeaker",165.00,"1 Pair, Polk-Audio High Fidelity Loudspeakers.  Around a barbeque, by the pool, out on the deck, the Patio 25 brings big, full sound to all your outdoor spaces. - Weather-Resistent for outdoor use - Easy-mount locking swivel aluminum brackets, affords easy aiming into listening area.  Durable, non-rusting aluminum grills are paintable to match any outdoor decor.  - Stainless-steel hardware for years of rugged dependability.  SPECS: 8 ohms 150 watts, frequency response 40Hz-25KHz, size: 12 inches H x 8 1/2 inches W x 9 inches D","Sherwood TV Sales & Services "
S050,368,46,12:30:00,"Custom made Necklace",200.00,"This beautiful custom necklace is wood, mop, jasper and silver.  It has different size stones each has a beautiful different color to it. Mostly dark green, greys, browns, each one is unique. Between each of the beads is a small silver bead. Has a strong clasp. Will make a great gift for that special someone.","Geneva Centre for Autism"
V006,369,46,12:30:00,"Leonardo Chianti 2005/ Menelli Shoes $100 gift certificate",225.00,"Gratify your taste! This item is sure to satisfy not only your taste buds but your taste in style as well. Indulge with a 5.litre bottle of Leonardo Chianti wine and a $100 gift certificate to Menelli Shoes. ","Humber River Regional Hospital Foundation"
S169,370,46,12:30:00,"Ten Certificates for Car Washes",300.00,"Parkview Hills Car Spa has donated ten certificates for the excellent car wash you will receive each time. Good for car, van SUV, pick up etc. Keep yourvehicle nice and clean during the year for driving around the city.Ten tickets for you to use, one ticket each valued atk $29.95.","Parkview Hills Car Spa"
X076,371,46,12:30:00,"Collector's Plate ""The Encounter""",50.00,"This is an 8 1/2 inch collector plate banded in 24 carat gold.  The Encounter"" is part of the Peter Pan series by Tom Newson. It includes a gift box and a certificate of authenticity.","Susan Palmer"
U110,372,46,12:30:00,"$25 Gift Certificate from Phoenix Pan Asian Cuisine",25.00,"Want some real variety when you dine out on Asian Cuisine. Chef William will offer you choices ranging from Thai to Cantonee to Szechuan to Hakka. Like it hot or not, William will adjust to suit your taste. Whether it's seafood, chicken, beef or pork dishes you crave, you'll find new ways to enjoy them at Phoeniz. Dine in or take out, the choice is yours and all for really great prices. The $25 voucher to share with family or friends. 3730 Kingston Road at Scarborough Golf Club Road (good for one year)","Brian Philcox"
U035,373,47,12:40:00,"2 MONTH CURVES MEMBERSHIP TO INCLUDE 2 ZUMBA CLASSES AND SERVICE FEES",140.00,"FEATURING AN HOUR AND A HALF WORKOUT IN JUST 30 MINUTES!! EACH MACHINE USES 2 OR MORE MUSCLE GROUPS.FUN, FAST AND SAFE FITNESS!!!!!","CURVES FOR WOMEN"
S069,375,47,12:40:00,"3 month unlimited Yoga pass",285.00,"East Village: Yoga Pilates and Wellness servicing Durham and the eastern GTA is a full-service yoga, pilates and wellness studio offering a complete range of classes each week for every level of student. It is a place where  you can gather and join a community of like hearts and minds in the fine traditions of Yoga and Pilates. Whether you are a seasoned practitioner or a new student, you will find a home with them that will challenge and nurture your body, heart and mind.","East Village Yoga"
